DATE,M4,TA,FFR,CC,Unemployment Rate
2010-03,8.881784197001252e-16,0.019999999999999574,0.020000000000000004,0.009999999999999787,0.09999999999999964
2010-04,0.019999999999999574,-0.009999999999999787,-0.010000000000000009,-0.009999999999999787,-0.09999999999999964
2010-05,-0.009999999999999787,-0.009999999999999787,-0.03,0.0,-0.3000000000000007
2010-06,-0.009999999999999787,0.009999999999999787,-0.020000000000000018,0.009999999999999787,0.10000000000000142
2010-07,0.019999999999999574,-0.019999999999999574,0.020000000000000018,-0.009999999999999787,0.1999999999999993
2010-08,8.881784197001252e-16,0.009999999999999787,0.010000000000000009,0.0,0.09999999999999964
2010-09,-0.010000000000000675,-0.009999999999999787,0.0,0.010000000000000675,-0.09999999999999964
2010-10,0.009999999999999787,0.009999999999999787,-0.020000000000000018,-8.881784197001252e-16,-0.09999999999999964
2010-11,-0.009999999999999787,0.009999999999999787,0.010000000000000009,0.0,0.5
2010-12,-0.009999999999999787,0.019999999999999574,-0.010000000000000009,0.0,-0.9000000000000004
2011-01,0.009999999999999787,-0.00999999999999801,2.7755575615628914e-17,-0.009999999999999787,0.29999999999999893
2011-02,0.0,-1.7763568394002505e-15,-2.7755575615628914e-17,0.0,0.10000000000000142
2011-03,0.0,0.019999999999999574,-0.009999999999999981,0.020000000000000462,0.09999999999999964
2011-04,0.009999999999999787,-0.00999999999999801,-0.020000000000000018,-0.010000000000000675,0.09999999999999964
2011-05,0.0,-1.7763568394002505e-15,0.03,-0.009999999999999787,-0.1999999999999993
2011-06,-0.019999999999999574,0.0,0.010000000000000009,0.009999999999999787,0.1999999999999993
2011-07,0.019999999999999574,-0.019999999999999574,-0.01999999999999999,8.881784197001252e-16,-0.1999999999999993
2011-08,-0.019999999999999574,-0.009999999999999787,0.04999999999999999,-0.010000000000000675,0.09999999999999964
2011-09,0.009999999999999787,0.0,-0.05,0.009999999999999787,0.0
2011-10,0.0,-0.009999999999999787,0.010000000000000009,-0.009999999999999787,-0.1999999999999993
2011-11,0.0,0.0,0.01999999999999999,0.009999999999999787,-1.7763568394002505e-15
2011-12,0.0,0.040000000000000924,-0.01999999999999999,0.0,0.10000000000000142
2012-01,0.009999999999999787,-0.02000000000000135,0.01999999999999999,8.881784197001252e-16,-0.09999999999999964
2012-02,-0.009999999999999787,-0.009999999999999787,0.010000000000000009,-0.010000000000000675,0.1999999999999993
2012-03,0.0,-0.009999999999999787,0.009999999999999995,0.019999999999999574,-0.10000000000000142
2012-04,0.009999999999999787,-1.7763568394002505e-15,-0.01999999999999999,-0.019999999999999574,0.10000000000000142
2012-05,-0.009999999999999787,0.010000000000001563,0.009999999999999981,0.009999999999999787,0.0
2012-06,0.010000000000000675,0.0,-0.01999999999999999,-0.009999999999999787,0.0
2012-07,-0.010000000000000675,0.0,0.0,0.009999999999999787,0.0
2012-08,0.009999999999999787,-0.009999999999999787,-0.03,-0.009999999999999787,-0.09999999999999964
2012-09,-0.009999999999999787,0.0,0.04000000000000001,0.010000000000000675,-0.20000000000000018
2012-10,0.0,0.009999999999999787,0.009999999999999981,-0.010000000000000675,0.2999999999999998
2012-11,0.009999999999999787,0.019999999999999574,-0.01999999999999999,0.019999999999999574,-0.09999999999999964
2012-12,0.0,-0.00999999999999801,0.010000000000000009,-0.019999999999999574,0.2999999999999998
2013-01,8.881784197001252e-16,0.00999999999999801,-0.04000000000000001,0.009999999999999787,-0.10000000000000053
2013-02,-0.02000000000000135,0.019999999999999574,0.03999999999999998,-0.009999999999999787,-0.39999999999999947
2013-03,0.010000000000000675,-0.00999999999999801,-0.019999999999999962,0.010000000000000675,0.09999999999999964
2013-04,0.010000000000000675,-1.7763568394002505e-15,0.019999999999999962,-0.010000000000000675,0.2999999999999998
2013-05,-0.010000000000000675,0.0,-0.049999999999999975,0.009999999999999787,-0.1999999999999993
2013-06,0.0,-0.00999999999999801,0.01999999999999999,-0.009999999999999787,0.09999999999999964
2013-07,0.0,0.00999999999999801,0.020000000000000004,0.009999999999999787,-0.20000000000000018
2013-08,0.0,0.0,-0.009999999999999995,-0.009999999999999787,0.10000000000000053
2013-09,0.009999999999999787,-0.019999999999999574,0.009999999999999995,0.009999999999999787,0.09999999999999964
2013-10,-0.009999999999999787,0.02000000000000135,0.009999999999999995,-0.009999999999999787,0.0
2013-11,0.0,-1.7763568394002505e-15,-0.01999999999999999,0.010000000000000675,-0.2999999999999998
2013-12,0.0,-0.009999999999999787,0.01999999999999999,-8.881784197001252e-16,0.09999999999999964
2014-01,0.0,1.7763568394002505e-15,-0.029999999999999985,-0.009999999999999787,0.09999999999999964
2014-02,0.009999999999999787,-1.7763568394002505e-15,0.01999999999999999,0.0,0.20000000000000107
2014-03,-0.009999999999999787,-0.009999999999999787,0.009999999999999995,0.019999999999999574,-0.10000000000000053
2014-04,0.0,0.009999999999999787,0.0,-0.009999999999998899,-0.5
2014-05,0.0,-0.009999999999999787,-0.009999999999999995,-0.010000000000000675,0.5999999999999996
2014-06,0.0,0.0,0.010000000000000009,0.0,-0.2999999999999998
2014-07,0.0,1.7763568394002505e-15,-0.020000000000000018,0.009999999999999787,0.3000000000000007
2014-08,0.0,-0.010000000000001563,0.010000000000000009,-0.009999999999999787,-0.20000000000000107
2014-09,0.0,0.009999999999999787,0.0,0.0,-0.09999999999999876
2014-10,0.009999999999999787,-0.009999999999999787,0.0,0.009999999999999787,-8.881784197001252e-16
2014-11,-0.009999999999999787,0.009999999999999787,0.0,0.0,0.2999999999999998
2014-12,0.0,-0.009999999999999787,0.03,8.881784197001252e-16,-0.2999999999999998
2015-01,0.010000000000000675,0.0,-0.03,-8.881784197001252e-16,0.3000000000000007
2015-02,-0.010000000000000675,0.0,-0.009999999999999995,-0.009999999999999787,-0.3000000000000007
2015-03,0.009999999999999787,0.0,0.009999999999999995,0.009999999999999787,0.10000000000000053
2015-04,-0.019999999999999574,0.0,0.020000000000000004,0.0,0.09999999999999964
2015-05,0.019999999999999574,0.0,-0.030000000000000013,-0.009999999999999787,0.1999999999999993
2015-06,-0.009999999999999787,0.0,0.020000000000000018,0.0,-0.4999999999999991
2015-07,0.009999999999999787,0.0,-0.010000000000000009,0.0,0.20000000000000018
2015-08,-0.009999999999999787,0.0,0.010000000000000009,0.010000000000000675,-8.881784197001252e-16
2015-09,0.0,0.0,-0.010000000000000009,-0.010000000000000675,8.881784197001252e-16
2015-10,0.0,0.0,-0.020000000000000018,0.009999999999999787,0.09999999999999964
2015-11,0.009999999999999787,0.0,0.020000000000000018,0.0,0.09999999999999964
2015-12,-0.009999999999999787,0.0,0.12,-0.009999999999999787,-0.1999999999999993
2016-01,0.010000000000000675,0.0,-0.019999999999999962,0.009999999999999787,-0.10000000000000053
2016-02,-0.010000000000000675,0.0,-0.06000000000000005,-0.009999999999999787,0.3000000000000007
2016-03,0.009999999999999787,0.0,-0.06,0.009999999999999787,-8.881784197001252e-16
2016-04,-0.009999999999999787,0.0,0.030000000000000027,8.881784197001252e-16,0.0
2016-05,0.009999999999999787,-0.009999999999999787,-0.010000000000000009,-0.010000000000000675,-0.39999999999999947
2016-06,-0.009999999999999787,0.009999999999999787,0.010000000000000009,0.0,0.40000000000000036
2016-07,0.0,0.0,0.0,0.009999999999999787,-0.20000000000000107
2016-08,0.009999999999999787,0.0,0.0,-0.009999999999999787,0.20000000000000107
2016-09,-0.009999999999999787,0.0,-0.010000000000000009,0.0,-8.881784197001252e-16
2016-10,0.0,0.0,0.0,0.009999999999999787,-0.1999999999999993
2016-11,0.009999999999999787,0.0,0.009999999999999953,0.0,-0.10000000000000053
2016-12,-0.009999999999999787,0.0,0.1200000000000001,-0.009999999999999787,0.20000000000000018
2017-01,0.0,0.0,-0.020000000000000073,0.010000000000000675,0.0
2017-02,0.010000000000000675,0.0,-0.09999999999999998,-0.010000000000000675,-0.10000000000000053
2017-03,-0.010000000000000675,0.0,0.12,0.009999999999999787,-0.09999999999999876
2017-04,0.009999999999999787,0.0,-0.020000000000000018,0.0,0.29999999999999893
2017-05,-0.009999999999999787,0.0,-0.09999999999999998,-0.009999999999999787,-0.1999999999999993
2017-06,0.0,0.0,0.12,0.009999999999999787,-8.881784197001252e-16
2017-07,0.009999999999999787,0.0,-0.02000000000000013,-0.009999999999999787,0.10000000000000053
2017-08,-0.009999999999999787,0.0,-0.09999999999999987,0.010000000000000675,0.10000000000000053
2017-09,0.009999999999999787,0.0,-0.020000000000000018,-0.010000000000000675,-0.3000000000000007
2017-10,-0.009999999999999787,0.0,0.010000000000000009,0.009999999999999787,0.09999999999999964
2017-11,0.010000000000000675,0.0,0.010000000000000009,-0.009999999999999787,0.20000000000000107
2017-12,-0.010000000000000675,0.0,0.13000000000000012,0.009999999999999787,-0.20000000000000107
2018-01,0.0,0.0,-0.02000000000000024,-0.009999999999999787,8.881784197001252e-16
2018-02,0.0,-0.009999999999999787,-0.11999999999999988,0.009999999999999787,0.1999999999999993
2018-03,0.009999999999999787,0.009999999999999787,0.09000000000000008,8.881784197001252e-16,-0.1999999999999993
2018-04,-0.009999999999999787,-0.010000000000001563,0.08999999999999986,-0.010000000000000675,0.09999999999999964
2018-05,0.0,1.7763568394002505e-15,-0.16999999999999993,0.009999999999999787,-0.20000000000000018
2018-06,0.009999999999999787,0.009999999999999787,0.1100000000000001,0.0,0.40000000000000036
2018-07,-0.009999999999999787,-0.009999999999999787,-0.03000000000000025,-0.009999999999999787,-0.40000000000000036
2018-08,0.009999999999999787,0.0,-0.07999999999999985,0.0,0.20000000000000018
2018-09,-0.009999999999999787,0.0,0.030000000000000027,0.009999999999999787,-0.09999999999999964
2018-10,0.0,0.0,0.18999999999999995,-0.009999999999999787,0.1999999999999993
2018-11,0.0,0.0,-0.21999999999999975,0.010000000000000675,-0.09999999999999964
2018-12,0.010000000000000675,0.0,0.05999999999999961,-0.010000000000000675,0.10000000000000009
2019-01,-0.010000000000000675,0.0,0.06000000000000005,0.0,0.0
2019-02,0.009999999999999787,-1.7763568394002505e-15,-0.1299999999999999,0.0,-0.30000000000000027
2019-03,-0.009999999999999787,1.7763568394002505e-15,0.010000000000000231,0.009999999999999787,0.20000000000000018
2019-04,0.009999999999999787,0.009999999999999787,-4.440892098500626e-16,-0.009999999999999787,-0.09999999999999964
2019-05,-0.009999999999999787,-0.019999999999999574,-0.03999999999999959,0.009999999999999787,0.09999999999999964
2019-06,0.009999999999999787,0.009999999999999787,0.019999999999999574,-0.009999999999999787,-0.10000000000000009
2019-07,-0.009999999999999787,0.0,0.03000000000000025,0.009999999999999787,0.10000000000000009
2019-08,0.010000000000000675,0.0,-0.29000000000000004,-0.009999999999999787,0.10000000000000009
2019-09,-0.010000000000000675,0.019999999999999574,0.18000000000000016,0.0,-0.30000000000000027
2019-10,0.009999999999999787,0.02999999999999936,-0.1200000000000001,0.010000000000000675,0.30000000000000027
2019-11,0.0,-0.019999999999997797,-0.07000000000000006,-8.881784197001252e-16,-0.10000000000000009
2019-12,-0.009999999999999787,-1.7763568394002505e-15,0.28,-0.009999999999999787,0.0
